"","Location","Country","gender","type_past","percent_past"
"772","United Kingdom","United Kingdom","Female","percent_Applied_Research_past",0
"773","United Kingdom","United Kingdom","Male","percent_Applied_Research_past",20
"774","China","China","Female","percent_Applied_Research_past",0
"775","United Kingdom","United Kingdom","Male","percent_Applied_Research_past",10
"776","United Kingdom","United Kingdom","Male","percent_Applied_Research_past",60
"777","United Kingdom","United Kingdom","Male","percent_Applied_Research_past",30
"778","Quebec","Canada","Male","percent_Applied_Research_past",0
"779","United Kingdom","United Kingdom","Male","percent_Applied_Research_past",20
"780","United Kingdom","United Kingdom","Female","percent_Applied_Research_past",10
"781","United Kingdom","United Kingdom","Male","percent_Applied_Research_past",50
"782","United Kingdom","United Kingdom","Male","percent_Applied_Research_past",0
"783","United Kingdom","United Kingdom","Female","percent_Applied_Research_past",0
"784","United Kingdom","United Kingdom","Male","percent_Applied_Research_past",0
"785","United Kingdom","United Kingdom","Female","percent_Applied_Research_past",50
"786","United Kingdom","United Kingdom","Male","percent_Applied_Research_past",0
"787","United Kingdom","United Kingdom","Female","percent_Applied_Research_past",70
"788","United Kingdom","United Kingdom","Male","percent_Applied_Research_past",0
"789","United Kingdom","United Kingdom","Male","percent_Applied_Research_past",20
"790","United Kingdom","United Kingdom","Female","percent_Applied_Research_past",0
"791","United Kingdom","United Kingdom","Male","percent_Applied_Research_past",0
"792","United Kingdom","United Kingdom","Male","percent_Applied_Research_past",20
"793","Germany","Germany","Male","percent_Applied_Research_past",10
"794","British Columbia","Canada","Other","percent_Fundamental_Research_past",0
"795","British Columbia","Canada","Female","percent_Fundamental_Research_past",100
"796","Netherlands","Netherlands","Male","percent_Fundamental_Research_past",100
"797","Netherlands","Netherlands","Female","percent_Fundamental_Research_past",80
"798","Netherlands","Netherlands","Male","percent_Fundamental_Research_past",90
"799","Netherlands","Netherlands","Male","percent_Fundamental_Research_past",90
"800","","","Female","percent_Fundamental_Research_past",100
"801","South Africa","South Africa","Male","percent_Fundamental_Research_past",40
"802","Denmark","Denmark","Male","percent_Fundamental_Research_past",70
"803","Netherlands","Netherlands","Female","percent_Fundamental_Research_past",40
"804","Netherlands","Netherlands","Other","percent_Fundamental_Research_past",100
"805","Netherlands","Netherlands","Male","percent_Fundamental_Research_past",90
"806","Netherlands","Netherlands","Male","percent_Fundamental_Research_past",40
"807","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",30
"808","California","USA","Male","percent_Fundamental_Research_past",80
"809","Netherlands","Netherlands","Female","percent_Fundamental_Research_past",50
"810","New Zealand","New Zealand","Male","percent_Fundamental_Research_past",80
"811","France","France","Female","percent_Fundamental_Research_past",100
"812","","","Female","percent_Fundamental_Research_past",0
"813","South Africa","South Africa","Female","percent_Fundamental_Research_past",100
"814","Portugal","Portugal","Male","percent_Fundamental_Research_past",80
"815","Malaysia","Malaysia","Female","percent_Fundamental_Research_past",30
"816","Netherlands","Netherlands","Male","percent_Fundamental_Research_past",9.09090909090909
"817","Netherlands","Netherlands","Male","percent_Fundamental_Research_past",40
"818","Italy","Italy","Male","percent_Fundamental_Research_past",100
"819","Italy","Italy","Male","percent_Fundamental_Research_past",90
"820","Italy","Italy","Male","percent_Fundamental_Research_past",100
"821","Italy","Italy","Male","percent_Fundamental_Research_past",60
"822","Italy","Italy","Male","percent_Fundamental_Research_past",60
"823","Italy","Italy","Male","percent_Fundamental_Research_past",70
"824","Italy","Italy","Male","percent_Fundamental_Research_past",50
"825","Italy","Italy","Male","percent_Fundamental_Research_past",60
"826","Italy","Italy","Female","percent_Fundamental_Research_past",10
"827","Netherlands","Netherlands","Female","percent_Fundamental_Research_past",30
"828","France","France","Male","percent_Fundamental_Research_past",100
"829","Argentina","Argentina","Male","percent_Fundamental_Research_past",60
"830","Italy","Italy","Male","percent_Fundamental_Research_past",60
"831","Italy","Italy","Male","percent_Fundamental_Research_past",100
"832","Greece","Greece","Female","percent_Fundamental_Research_past",100
"833","Italy","Italy","Male","percent_Fundamental_Research_past",80
"834","Cyprus","Cyprus","Female","percent_Fundamental_Research_past",90
"835","Vietnam","Vietnam","Male","percent_Fundamental_Research_past",90
"836","Italy","Italy","Male","percent_Fundamental_Research_past",90
"837","Netherlands","Netherlands","Male","percent_Fundamental_Research_past",20
"838","Italy","Italy","Male","percent_Fundamental_Research_past",20
"839","Spain","Spain","Female","percent_Fundamental_Research_past",30
"840","Switzerland","Switzerland","Male","percent_Fundamental_Research_past",30
"841","Finland","Finland","Male","percent_Fundamental_Research_past",80
"842","Massachusetts","USA","Female","percent_Fundamental_Research_past",100
"843","India","India","Male","percent_Fundamental_Research_past",37.5
"844","Japan","Japan","Male","percent_Fundamental_Research_past",10
"845","Italy","Italy","Male","percent_Fundamental_Research_past",40
"846","France","France","Female","percent_Fundamental_Research_past",70
"847","Italy","Italy","Female","percent_Fundamental_Research_past",100
"848","California","USA","Male","percent_Fundamental_Research_past",50
"849","Egypt","Egypt","Male","percent_Fundamental_Research_past",80
"850","Italy","Italy","Female","percent_Fundamental_Research_past",60
"851","United Kingdom","United Kingdom","Female","percent_Fundamental_Research_past",50
"852","Netherlands","Netherlands","Female","percent_Fundamental_Research_past",30
"853","Malaysia","Malaysia","Male","percent_Fundamental_Research_past",50
"854","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",60
"855","","","Female","percent_Fundamental_Research_past",90
"856","Ontario","Canada","Female","percent_Fundamental_Research_past",0
"857","Portugal","Portugal","Male","percent_Fundamental_Research_past",100
"858","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",90
"859","Israel","Israel","Female","percent_Fundamental_Research_past",100
"860","Netherlands","Netherlands","Male","percent_Fundamental_Research_past",100
"861","Arizona","USA","Female","percent_Fundamental_Research_past",100
"862","Portugal","Portugal","Male","percent_Fundamental_Research_past",50
"863","California","USA","Female","percent_Fundamental_Research_past",50
"864","Netherlands","Netherlands","Male","percent_Fundamental_Research_past",100
"865","Montenegro","Montenegro","Male","percent_Fundamental_Research_past",90
"866","Australia","Australia","Male","percent_Fundamental_Research_past",90.9090909090909
"867","Australia","Australia","Female","percent_Fundamental_Research_past",80
"868","China","China","Male","percent_Fundamental_Research_past",0
"869","Australia","Australia","Male","percent_Fundamental_Research_past",80
"870","","","Female","percent_Fundamental_Research_past",100
"871","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",100
"872","Italy","Italy","Female","percent_Fundamental_Research_past",30
"873","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",80
"874","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",100
"875","Ontario","Canada","Male","percent_Fundamental_Research_past",100
"876","Poland","Poland","Female","percent_Fundamental_Research_past",70
"877","Oregon","USA","Female","percent_Fundamental_Research_past",0
"878","Australia","Australia","Male","percent_Fundamental_Research_past",80
"879","Israel","Israel","Male","percent_Fundamental_Research_past",90
"880","Netherlands","Netherlands","Female","percent_Fundamental_Research_past",90
"881","Australia","Australia","Female","percent_Fundamental_Research_past",50
"882","Poland","Poland","Male","percent_Fundamental_Research_past",80
"883","Poland","Poland","Male","percent_Fundamental_Research_past",100
"884","Poland","Poland","Female","percent_Fundamental_Research_past",60
"885","Poland","Poland","Male","percent_Fundamental_Research_past",40
"886","Serbia","Serbia","Female","percent_Fundamental_Research_past",90
"887","Japan","Japan","Male","percent_Fundamental_Research_past",90
"888","Israel","Israel","Male","percent_Fundamental_Research_past",35.7142857142857
"889","Israel","Israel","Male","percent_Fundamental_Research_past",90
"890","","","Male","percent_Fundamental_Research_past",100
"891","Israel","Israel","Male","percent_Fundamental_Research_past",20
"892","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",100
"893","","","Male","percent_Fundamental_Research_past",70
"894","Maryland","USA","Male","percent_Fundamental_Research_past",20
"895","Israel","Israel","Male","percent_Fundamental_Research_past",100
"896","Israel","Israel","Male","percent_Fundamental_Research_past",80
"897","Israel","Israel","Male","percent_Fundamental_Research_past",90
"898","Switzerland","Switzerland","Female","percent_Fundamental_Research_past",100
"899","Serbia","Serbia","Female","percent_Fundamental_Research_past",44.4444444444444
"900","Israel","Israel","Male","percent_Fundamental_Research_past",0
"901","","","Male","percent_Fundamental_Research_past",80
"902","Israel","Israel","Female","percent_Fundamental_Research_past",100
"903","France","France","Female","percent_Fundamental_Research_past",50
"904","Israel","Israel","Male","percent_Fundamental_Research_past",100
"905","British Columbia","Canada","Male","percent_Fundamental_Research_past",40
"906","Israel","Israel","Male","percent_Fundamental_Research_past",100
"907","","","Female","percent_Fundamental_Research_past",90
"908","France","France","Male","percent_Fundamental_Research_past",30
"909","Israel","Israel","Male","percent_Fundamental_Research_past",50
"910","Israel","Israel","Male","percent_Fundamental_Research_past",0
"911","Israel","Israel","Male","percent_Fundamental_Research_past",0
"912","Greece","Greece","Female","percent_Fundamental_Research_past",90
"913","Israel","Israel","Male","percent_Fundamental_Research_past",30
"914","Quebec","Canada","Female","percent_Fundamental_Research_past",80
"915","Israel","Israel","Male","percent_Fundamental_Research_past",37.5
"916","New Hampshire","USA","Female","percent_Fundamental_Research_past",100
"917","Israel","Israel","Male","percent_Fundamental_Research_past",30
"918","Maryland","USA","Male","percent_Fundamental_Research_past",100
"919","Israel","Israel","Female","percent_Fundamental_Research_past",100
"920","Israel","Israel","Male","percent_Fundamental_Research_past",100
"921","Israel","Israel","Male","percent_Fundamental_Research_past",70
"922","Vermont","USA","Male","percent_Fundamental_Research_past",70
"923","Israel","Israel","Male","percent_Fundamental_Research_past",0
"924","Spain","Spain","Male","percent_Fundamental_Research_past",90
"925","Israel","Israel","Female","percent_Fundamental_Research_past",100
"926","Israel","Israel","Female","percent_Fundamental_Research_past",100
"927","Israel","Israel","Female","percent_Fundamental_Research_past",100
"928","Israel","Israel","Male","percent_Fundamental_Research_past",40
"929","Israel","Israel","Male","percent_Fundamental_Research_past",60
"930","Israel","Israel","Male","percent_Fundamental_Research_past",70
"931","Israel","Israel","Male","percent_Fundamental_Research_past",30
"932","Israel","Israel","Female","percent_Fundamental_Research_past",60
"933","Israel","Israel","Male","percent_Fundamental_Research_past",100
"934","Ontario","Canada","Female","percent_Fundamental_Research_past",100
"935","Netherlands","Netherlands","Male","percent_Fundamental_Research_past",100
"936","Israel","Israel","Female","percent_Fundamental_Research_past",60
"937","Israel","Israel","Male","percent_Fundamental_Research_past",20
"938","Israel","Israel","Male","percent_Fundamental_Research_past",90
"939","United Kingdom","United Kingdom","Female","percent_Fundamental_Research_past",60
"940","United Kingdom","United Kingdom","Female","percent_Fundamental_Research_past",80
"941","Israel","Israel","Female","percent_Fundamental_Research_past",70
"942","Brazil","Brazil","Female","percent_Fundamental_Research_past",70
"943","Netherlands","Netherlands","Male","percent_Fundamental_Research_past",90
"944","Brazil","Brazil","Male","percent_Fundamental_Research_past",54.5454545454545
"945","Brazil","Brazil","Male","percent_Fundamental_Research_past",80
"946","Brazil","Brazil","Female","percent_Fundamental_Research_past",50
"947","Germany","Germany","Male","percent_Fundamental_Research_past",20
"948","Spain","Spain","Male","percent_Fundamental_Research_past",100
"949","Brazil","Brazil","Female","percent_Fundamental_Research_past",70
"950","Brazil","Brazil","Female","percent_Fundamental_Research_past",100
"951","Italy","Italy","Male","percent_Fundamental_Research_past",100
"952","Uruguay","Uruguay","Male","percent_Fundamental_Research_past",66.6666666666667
"953","Ontario","Canada","Female","percent_Fundamental_Research_past",60
"954","Ontario","Canada","Male","percent_Fundamental_Research_past",50
"955","Quebec","Canada","Male","percent_Fundamental_Research_past",100
"956","Alberta","Canada","Male","percent_Fundamental_Research_past",90
"957","Alberta","Canada","Male","percent_Fundamental_Research_past",60
"958","Alberta","Canada","Female","percent_Fundamental_Research_past",80
"959","Newfoundland and Labrador","Canada","Male","percent_Fundamental_Research_past",60
"960","Alberta","Canada","Male","percent_Fundamental_Research_past",70
"961","Alberta","Canada","Male","percent_Fundamental_Research_past",30
"962","Prince Edward Island","Canada","Female","percent_Fundamental_Research_past",70
"963","Ontario","Canada","Male","percent_Fundamental_Research_past",100
"964","Ontario","Canada","Male","percent_Fundamental_Research_past",50
"965","Nova Scotia","Canada","Female","percent_Fundamental_Research_past",90
"966","Ontario","Canada","Female","percent_Fundamental_Research_past",80
"967","Ontario","Canada","Male","percent_Fundamental_Research_past",60
"968","British Columbia","Canada","Female","percent_Fundamental_Research_past",100
"969","Quebec","Canada","Male","percent_Fundamental_Research_past",100
"970","Quebec","Canada","Female","percent_Fundamental_Research_past",90
"971","Quebec","Canada","Male","percent_Fundamental_Research_past",70
"972","Quebec","Canada","Male","percent_Fundamental_Research_past",90
"973","Nova Scotia","Canada","Male","percent_Fundamental_Research_past",0
"974","Ontario","Canada","Male","percent_Fundamental_Research_past",20
"975","British Columbia","Canada","Male","percent_Fundamental_Research_past",30
"976","Saskatchewan","Canada","Male","percent_Fundamental_Research_past",90
"977","Ontario","Canada","Male","percent_Fundamental_Research_past",80
"978","Alberta","Canada","Male","percent_Fundamental_Research_past",70
"979","Quebec","Canada","Male","percent_Fundamental_Research_past",60
"980","British Columbia","Canada","Female","percent_Fundamental_Research_past",90
"981","Ontario","Canada","Female","percent_Fundamental_Research_past",40
"982","Alberta","Canada","Male","percent_Fundamental_Research_past",60
"983","Newfoundland and Labrador","Canada","Male","percent_Fundamental_Research_past",50
"984","British Columbia","Canada","Male","percent_Fundamental_Research_past",36.3636363636364
"985","France","France","Male","percent_Fundamental_Research_past",70
"986","British Columbia","Canada","Male","percent_Fundamental_Research_past",50
"987","Ontario","Canada","Female","percent_Fundamental_Research_past",70
"988","Ontario","Canada","Male","percent_Fundamental_Research_past",70
"989","Quebec","Canada","Male","percent_Fundamental_Research_past",100
"990","Nova Scotia","Canada","Male","percent_Fundamental_Research_past",60
"991","Ontario","Canada","Female","percent_Fundamental_Research_past",100
"992","Quebec","Canada","Female","percent_Fundamental_Research_past",10
"993","Newfoundland and Labrador","Canada","Male","percent_Fundamental_Research_past",100
"994","Ontario","Canada","Male","percent_Fundamental_Research_past",100
"995","British Columbia","Canada","Male","percent_Fundamental_Research_past",90
"996","British Columbia","Canada","Female","percent_Fundamental_Research_past",70
"997","","","Female","percent_Fundamental_Research_past",70
"998","","","Male","percent_Fundamental_Research_past",70
"999","Alberta","Canada","Male","percent_Fundamental_Research_past",20
"1000","Quebec","Canada","Male","percent_Fundamental_Research_past",70
"1001","Quebec","Canada","Male","percent_Fundamental_Research_past",70
"1002","Ontario","Canada","Male","percent_Fundamental_Research_past",50
"1003","Alberta","Canada","Male","percent_Fundamental_Research_past",90
"1004","Ontario","Canada","Male","percent_Fundamental_Research_past",100
"1005","Alberta","Canada","","percent_Fundamental_Research_past",50
"1006","Ontario","Canada","Male","percent_Fundamental_Research_past",0
"1007","Ontario","Canada","Male","percent_Fundamental_Research_past",60
"1008","British Columbia","Canada","Male","percent_Fundamental_Research_past",100
"1009","Ontario","Canada","Male","percent_Fundamental_Research_past",0
"1010","British Columbia","Canada","Male","percent_Fundamental_Research_past",80
"1011","Newfoundland and Labrador","Canada","Male","percent_Fundamental_Research_past",30
"1012","Quebec","Canada","Female","percent_Fundamental_Research_past",100
"1013","Ontario","Canada","Male","percent_Fundamental_Research_past",50
"1014","Ontario","Canada","Female","percent_Fundamental_Research_past",100
"1015","Ontario","Canada","Male","percent_Fundamental_Research_past",90
"1016","Ontario","Canada","Male","percent_Fundamental_Research_past",50
"1017","British Columbia","Canada","Male","percent_Fundamental_Research_past",50
"1018","Alberta","Canada","Female","percent_Fundamental_Research_past",80
"1019","Manitoba","Canada","Male","percent_Fundamental_Research_past",90
"1020","Ontario","Canada","Male","percent_Fundamental_Research_past",10
"1021","British Columbia","Canada","Female","percent_Fundamental_Research_past",100
"1022","Nova Scotia","Canada","","percent_Fundamental_Research_past",50
"1023","New Brunswick","Canada","Female","percent_Fundamental_Research_past",100
"1024","Alberta","Canada","Male","percent_Fundamental_Research_past",100
"1025","Alberta","Canada","Male","percent_Fundamental_Research_past",100
"1026","Ontario","Canada","Male","percent_Fundamental_Research_past",100
"1027","Quebec","Canada","Male","percent_Fundamental_Research_past",50
"1028","Ontario","Canada","Male","percent_Fundamental_Research_past",90
"1029","British Columbia","Canada","Female","percent_Fundamental_Research_past",90
"1030","Alberta","Canada","Male","percent_Fundamental_Research_past",80
"1031","Ontario","Canada","Male","percent_Fundamental_Research_past",100
"1032","Alberta","Canada","Male","percent_Fundamental_Research_past",40
"1033","Ontario","Canada","Male","percent_Fundamental_Research_past",100
"1034","Ontario","Canada","","percent_Fundamental_Research_past",70
"1035","Ontario","Canada","Male","percent_Fundamental_Research_past",0
"1036","Nova Scotia","Canada","Male","percent_Fundamental_Research_past",100
"1037","Alberta","Canada","Male","percent_Fundamental_Research_past",90
"1038","Ontario","Canada","Male","percent_Fundamental_Research_past",80
"1039","Ontario","Canada","Female","percent_Fundamental_Research_past",30
"1040","Ontario","Canada","Female","percent_Fundamental_Research_past",100
"1041","Nevada","USA","Male","percent_Fundamental_Research_past",20
"1042","Ontario","Canada","Female","percent_Fundamental_Research_past",100
"1043","Alberta","Canada","Male","percent_Fundamental_Research_past",90
"1044","Alberta","Canada","Female","percent_Fundamental_Research_past",90
"1045","Alberta","Canada","Female","percent_Fundamental_Research_past",100
"1046","Alberta","Canada","Male","percent_Fundamental_Research_past",30
"1047","Ontario","Canada","Female","percent_Fundamental_Research_past",70
"1048","Ontario","Canada","Male","percent_Fundamental_Research_past",0
"1049","Ontario","Canada","Female","percent_Fundamental_Research_past",80
"1050","Ontario","Canada","Female","percent_Fundamental_Research_past",90
"1051","New Brunswick","Canada","Male","percent_Fundamental_Research_past",100
"1052","Quebec","Canada","Male","percent_Fundamental_Research_past",70
"1053","Ontario","Canada","Male","percent_Fundamental_Research_past",80
"1054","Ontario","Canada","Male","percent_Fundamental_Research_past",90
"1055","Ontario","Canada","Male","percent_Fundamental_Research_past",30
"1056","","","Male","percent_Fundamental_Research_past",80
"1057","Ontario","Canada","Male","percent_Fundamental_Research_past",40
"1058","Ontario","Canada","Female","percent_Fundamental_Research_past",90
"1059","Ontario","Canada","Male","percent_Fundamental_Research_past",100
"1060","Ontario","Canada","Male","percent_Fundamental_Research_past",100
"1061","Ontario","Canada","Female","percent_Fundamental_Research_past",50
"1062","British Columbia","Canada","Male","percent_Fundamental_Research_past",30
"1063","British Columbia","Canada","Male","percent_Fundamental_Research_past",100
"1064","British Columbia","Canada","Male","percent_Fundamental_Research_past",20
"1065","France","France","Male","percent_Fundamental_Research_past",80
"1066","Ontario","Canada","Male","percent_Fundamental_Research_past",40
"1067","Alberta","Canada","Female","percent_Fundamental_Research_past",80
"1068","Alberta","Canada","Male","percent_Fundamental_Research_past",80
"1069","Quebec","Canada","Male","percent_Fundamental_Research_past",70
"1070","Ontario","Canada","Male","percent_Fundamental_Research_past",20
"1071","British Columbia","Canada","Female","percent_Fundamental_Research_past",20
"1072","Ontario","Canada","Male","percent_Fundamental_Research_past",90
"1073","Manitoba","Canada","Male","percent_Fundamental_Research_past",60
"1074","Ontario","Canada","Male","percent_Fundamental_Research_past",33.3333333333333
"1075","Newfoundland and Labrador","Canada","Male","percent_Fundamental_Research_past",10
"1076","","","Other","percent_Fundamental_Research_past",90
"1077","New York","USA","Male","percent_Fundamental_Research_past",100
"1078","Greece","Greece","Male","percent_Fundamental_Research_past",100
"1079","Quebec","Canada","Male","percent_Fundamental_Research_past",90
"1080","British Columbia","Canada","Female","percent_Fundamental_Research_past",90
"1081","British Columbia","Canada","Female","percent_Fundamental_Research_past",90
"1082","","","Female","percent_Fundamental_Research_past",60
"1083","Ontario","Canada","Female","percent_Fundamental_Research_past",20
"1084","Alberta","Canada","Male","percent_Fundamental_Research_past",40
"1085","","","Male","percent_Fundamental_Research_past",100
"1086","Korea","Korea","Male","percent_Fundamental_Research_past",100
"1087","Quebec","Canada","Male","percent_Fundamental_Research_past",10
"1088","Ontario","Canada","Male","percent_Fundamental_Research_past",80
"1089","Ontario","Canada","Female","percent_Fundamental_Research_past",20
"1090","Alberta","Canada","Male","percent_Fundamental_Research_past",10
"1091","","","Female","percent_Fundamental_Research_past",70
"1092","Alberta","Canada","Male","percent_Fundamental_Research_past",40
"1093","New Brunswick","Canada","Male","percent_Fundamental_Research_past",50
"1094","Quebec","Canada","Male","percent_Fundamental_Research_past",40
"1095","Vermont","USA","Female","percent_Fundamental_Research_past",100
"1096","Nova Scotia","Canada","Male","percent_Fundamental_Research_past",100
"1097","Ontario","Canada","Male","percent_Fundamental_Research_past",90
"1098","Florida","USA","Male","percent_Fundamental_Research_past",50
"1099","Chile","Chile","Male","percent_Fundamental_Research_past",60
"1100","Saskatchewan","Canada","Male","percent_Fundamental_Research_past",50
"1101","Yukon Territory","Canada","Female","percent_Fundamental_Research_past",100
"1102","British Columbia","Canada","Male","percent_Fundamental_Research_past",100
"1103","","","Male","percent_Fundamental_Research_past",100
"1104","Prince Edward Island","Canada","Female","percent_Fundamental_Research_past",80
"1105","Alberta","Canada","Male","percent_Fundamental_Research_past",30
"1106","","","Male","percent_Fundamental_Research_past",20
"1107","British Columbia","Canada","Male","percent_Fundamental_Research_past",80
"1108","British Columbia","Canada","Male","percent_Fundamental_Research_past",100
"1109","Ontario","Canada","Male","percent_Fundamental_Research_past",90
"1110","British Columbia","Canada","Male","percent_Fundamental_Research_past",70
"1111","Ontario","Canada","Male","percent_Fundamental_Research_past",90
"1112","Quebec","Canada","Male","percent_Fundamental_Research_past",30
"1113","Ontario","Canada","Male","percent_Fundamental_Research_past",0
"1114","New Brunswick","Canada","Male","percent_Fundamental_Research_past",90
"1115","Ontario","Canada","Male","percent_Fundamental_Research_past",40
"1116","","","Male","percent_Fundamental_Research_past",100
"1117","","","Male","percent_Fundamental_Research_past",100
"1118","","","Male","percent_Fundamental_Research_past",50
"1119","British Columbia","Canada","Male","percent_Fundamental_Research_past",81.8181818181818
"1120","Ontario","Canada","Male","percent_Fundamental_Research_past",50
"1121","New York","USA","Male","percent_Fundamental_Research_past",80
"1122","Quebec","Canada","Male","percent_Fundamental_Research_past",100
"1123","Alberta","Canada","Male","percent_Fundamental_Research_past",80
"1124","Japan","Japan","Male","percent_Fundamental_Research_past",100
"1125","Ontario","Canada","Female","percent_Fundamental_Research_past",50
"1126","","","Male","percent_Fundamental_Research_past",50
"1127","Ontario","Canada","Male","percent_Fundamental_Research_past",0
"1128","Ontario","Canada","Male","percent_Fundamental_Research_past",50
"1129","","","Male","percent_Fundamental_Research_past",10
"1130","British Columbia","Canada","Male","percent_Fundamental_Research_past",80
"1131","","","Male","percent_Fundamental_Research_past",70
"1132","Ontario","Canada","Female","percent_Fundamental_Research_past",60
"1133","Serbia","Serbia","Female","percent_Fundamental_Research_past",100
"1134","Greece","Greece","Female","percent_Fundamental_Research_past",90
"1135","Nova Scotia","Canada","Male","percent_Fundamental_Research_past",100
"1136","Newfoundland and Labrador","Canada","Male","percent_Fundamental_Research_past",50
"1137","Ontario","Canada","Male","percent_Fundamental_Research_past",100
"1138","Newfoundland and Labrador","Canada","Male","percent_Fundamental_Research_past",100
"1139","British Columbia","Canada","Male","percent_Fundamental_Research_past",0
"1140","","","Male","percent_Fundamental_Research_past",40
"1141","Ontario","Canada","Male","percent_Fundamental_Research_past",50
"1142","Ontario","Canada","Male","percent_Fundamental_Research_past",10
"1143","Germany","Germany","Male","percent_Fundamental_Research_past",90
"1144","Alberta","Canada","Male","percent_Fundamental_Research_past",80
"1145","Netherlands","Netherlands","Male","percent_Fundamental_Research_past",80
"1146","Ontario","Canada","Male","percent_Fundamental_Research_past",90
"1147","Alberta","Canada","Female","percent_Fundamental_Research_past",0
"1148","Greece","Greece","Male","percent_Fundamental_Research_past",80
"1149","Quebec","Canada","Male","percent_Fundamental_Research_past",100
"1150","Ontario","Canada","Male","percent_Fundamental_Research_past",80
"1151","Ontario","Canada","Female","percent_Fundamental_Research_past",100
"1152","New Brunswick","Canada","Male","percent_Fundamental_Research_past",50
"1153","Ontario","Canada","Male","percent_Fundamental_Research_past",80
"1154","Ontario","Canada","Male","percent_Fundamental_Research_past",70
"1155","","","Male","percent_Fundamental_Research_past",90
"1156","United Kingdom","United Kingdom","Male","percent_Fundamental_Research_past",30
"1157","British Columbia","Canada","Female","percent_Fundamental_Research_past",90
"1158","Ontario","Canada","Male","percent_Fundamental_Research_past",40
"1159","Ontario","Canada","Male","percent_Fundamental_Research_past",80
"1160","Alberta","Canada","Male","percent_Fundamental_Research_past",100
"1161","Quebec","Canada","Male","percent_Fundamental_Research_past",50
"1162","Ontario","Canada","Male","percent_Fundamental_Research_past",40
"1163","Quebec","Canada","Male","percent_Fundamental_Research_past",90
"1164","Newfoundland and Labrador","Canada","Male","percent_Fundamental_Research_past",70
"1165","Ontario","Canada","Female","percent_Fundamental_Research_past",20
"1166","","","Male","percent_Fundamental_Research_past",20
"1167","Nova Scotia","Canada","Female","percent_Fundamental_Research_past",70
"1168","British Columbia","Canada","Male","percent_Fundamental_Research_past",70
"1169","Ontario","Canada","Male","percent_Fundamental_Research_past",80
"1170","","","Male","percent_Fundamental_Research_past",0
"1171","Ontario","Canada","Male","percent_Fundamental_Research_past",90
"1172","Ontario","Canada","Male","percent_Fundamental_Research_past",100
"1173","","","Male","percent_Fundamental_Research_past",60
"1174","Ontario","Canada","Male","percent_Fundamental_Research_past",30
"1175","Alberta","Canada","Male","percent_Fundamental_Research_past",0
"1176","British Columbia","Canada","Female","percent_Fundamental_Research_past",100
"1177","","","Male","percent_Fundamental_Research_past",100
"1178","Ontario","Canada","Male","percent_Fundamental_Research_past",100
"1179","British Columbia","Canada","Male","percent_Fundamental_Research_past",100
"1180","Germany","Germany","Male","percent_Fundamental_Research_past",50
"1181","Spain","Spain","Male","percent_Fundamental_Research_past",10
"1182","Germany","Germany","Male","percent_Fundamental_Research_past",100
"1183","","","Female","percent_Fundamental_Research_past",100
"1184","Nova Scotia","Canada","Male","percent_Fundamental_Research_past",90
"1185","Maine","USA","Male","percent_Fundamental_Research_past",100
"1186","Ontario","Canada","Male","percent_Fundamental_Research_past",30
"1187","Ontario","Canada","Female","percent_Fundamental_Research_past",100
"1188","Ontario","Canada","Female","percent_Fundamental_Research_past",100
"1189","Ontario","Canada","Male","percent_Fundamental_Research_past",30
"1190","Nova Scotia","Canada","Female","percent_Fundamental_Research_past",80
"1191","Manitoba","Canada","Female","percent_Fundamental_Research_past",100
"1192","Quebec","Canada","Male","percent_Fundamental_Research_past",90
"1193","Nova Scotia","Canada","Female","percent_Fundamental_Research_past",70
"1194","Quebec","Canada","Female","percent_Fundamental_Research_past",70
"1195","Quebec","Canada","Male","percent_Fundamental_Research_past",0
"1196","Ontario","Canada","Male","percent_Fundamental_Research_past",90
"1197","Spain","Spain","Male","percent_Fundamental_Research_past",50
"1198","Ontario","Canada","Male","percent_Fundamental_Research_past",20
"1199","New Brunswick","Canada","Male","percent_Fundamental_Research_past",60
"1200","Nunavut","Canada","Female","percent_Fundamental_Research_past",100
"1201","Quebec","Canada","Male","percent_Fundamental_Research_past",70
"1202","Nova Scotia","Canada","Male","percent_Fundamental_Research_past",20
"1203","Ontario","Canada","Male","percent_Fundamental_Research_past",90
"1204","New Brunswick","Canada","Male","percent_Fundamental_Research_past",80
"1205","Ontario","Canada","Male","percent_Fundamental_Research_past",100
"1206","Quebec","Canada","Male","percent_Fundamental_Research_past",100
"1207","Quebec","Canada","Male","percent_Fundamental_Research_past",80
"1208","Quebec","Canada","Female","percent_Fundamental_Research_past",30
"1209","British Columbia","Canada","Male","percent_Fundamental_Research_past",40
"1210","Quebec","Canada","Male","percent_Fundamental_Research_past",80
"1211","Saskatchewan","Canada","Female","percent_Fundamental_Research_past",100
"1212","Quebec","Canada","Male","percent_Fundamental_Research_past",100
"1213","Quebec","Canada","Male","percent_Fundamental_Research_past",60
