"Country","Country_work","gender","nation","Location","what_participant_group","field_research","id","year","level"
"Canada","Canada","Female","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1674,"include_nonacademia_partners_success_11_15","Quite important"
"Greece","Canada","Male","Canada","Greece","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1675,"include_nonacademia_partners_success_11_15","Mandatory"
"Canada","Canada","Female","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1676,"include_nonacademia_partners_success_11_15","Somewhat important"
"Canada","Canada","Male","Canada","New Brunswick","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1677,"include_nonacademia_partners_success_11_15","Somewhat important"
"United States","United States","Female","United States","Maryland","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",1678,"include_nonacademia_partners_success_11_15","Quite important"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1679,"include_nonacademia_partners_success_11_15","Quite important"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",1680,"include_nonacademia_partners_success_11_15","Quite important"
"","Canada","Female","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1681,"include_nonacademia_partners_success_11_15","Not at all important"
"Canada","Canada","Female","Canada","Manitoba","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1682,"include_nonacademia_partners_success_11_15","Not very important"
"Canada","Canada","Female","Canada","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",1683,"include_nonacademia_partners_success_11_15","Quite important"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1684,"include_nonacademia_partners_success_11_15","Somewhat important"
"","Canada","Male","Canada","","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","Social Science / Humanities",1685,"include_nonacademia_partners_success_11_15","Can't comment"
"Germany","Germany","Male","Germany","Germany","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1686,"include_nonacademia_partners_success_11_15","Not very important"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1687,"include_nonacademia_partners_success_11_15","Quite important"
"Canada","United States","Female","United States","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1688,"include_nonacademia_partners_success_11_15","Somewhat important"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1689,"include_nonacademia_partners_success_11_15","Not at all important"
"Nigeria","Nigeria","Male","Nigeria","Nigeria","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1690,"include_nonacademia_partners_success_11_15","Somewhat important"
"Mexico","Mexico","Female","Mexico","Mexico","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",1691,"include_nonacademia_partners_success_11_15","Quite important"
"Canada","Canada","Male","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1692,"include_nonacademia_partners_success_11_15","Can't comment"
"United States","United States","Male","United States","Hawaii","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1693,"include_nonacademia_partners_success_11_15","Quite important"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1695,"include_nonacademia_partners_success_11_15","Somewhat important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1696,"include_nonacademia_partners_success_11_15","Quite important"
"United States","United States","Male","United States","California","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1697,"include_nonacademia_partners_success_11_15","Not very important"
"United States","United States","Male","United States","California","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1698,"include_nonacademia_partners_success_11_15","Quite important"
"","United States","Male","United States","","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1699,"include_nonacademia_partners_success_11_15","Not at all important"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1700,"include_nonacademia_partners_success_11_15","Quite important"
"Canada","Canada","Male","Canada","British Columbia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1701,"include_nonacademia_partners_success_11_15","Not at all important"
"India","India","Male","India","India","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1702,"include_nonacademia_partners_success_11_15","Quite important"
"Nepal","Nepal","Male","Nepal","Nepal","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","Medicine and Life Science",1703,"include_nonacademia_partners_success_11_15","Somewhat important"
"Sweden","Sweden","Male","Sweden","Sweden","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",1704,"include_nonacademia_partners_success_11_15","Not very important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",1705,"include_nonacademia_partners_success_11_15","Can't comment"
"Cyprus","Cyprus","Male","Cyprus","Cyprus","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",1706,"include_nonacademia_partners_success_11_15","Quite important"
"Italy","France","Male","France","Italy","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1707,"include_nonacademia_partners_success_11_15","Somewhat important"
"Austria","Austria","Male","Austria","Austria","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1708,"include_nonacademia_partners_success_11_15","Not at all important"
"United States","United States","Female","United States","California","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1709,"include_nonacademia_partners_success_11_15","Not very important"
"United States","United States","Male","United States","California","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","Medicine and Life Science",1710,"include_nonacademia_partners_success_11_15","Can't comment"
"Australia","Australia","Male","Australia","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",1711,"include_nonacademia_partners_success_11_15","Can't comment"
"Germany","Germany","Male","Germany","Germany","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",1712,"include_nonacademia_partners_success_11_15","Not at all important"
"","United States","Female","United States","","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Natural Science",1713,"include_nonacademia_partners_success_11_15","Quite important"
"Canada","Canada","Female","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1714,"include_nonacademia_partners_success_11_15","Quite important"
"Denmark","Denmark","Female","Denmark","Denmark","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",1715,"include_nonacademia_partners_success_11_15","Quite important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1716,"include_nonacademia_partners_success_11_15","Not at all important"
"Canada","Canada","Male","Canada","Newfoundland and Labrador","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1717,"include_nonacademia_partners_success_11_15","Not at all important"
"France","France","Female","France","France","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1718,"include_nonacademia_partners_success_11_15","Not at all important"
"United States","United States","Female","United States","Oklahoma","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1719,"include_nonacademia_partners_success_11_15","Quite important"
"United States","Canada","Male","Canada","Vermont","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1720,"include_nonacademia_partners_success_11_15","Not at all important"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1721,"include_nonacademia_partners_success_11_15","Not at all important"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1722,"include_nonacademia_partners_success_11_15","Can't comment"
"United States","United States","Male","United States","Ohio","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1723,"include_nonacademia_partners_success_11_15","Not at all important"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1724,"include_nonacademia_partners_success_11_15","Quite important"
"Italy","Portugal","Male","Portugal","Italy","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",1725,"include_nonacademia_partners_success_11_15","Somewhat important"
"Sweden","Canada","Female","Canada","Sweden","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",1726,"include_nonacademia_partners_success_11_15","Quite important"
"Canada","Canada","Female","Canada","Nova Scotia","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Interdisciplinary Science",1727,"include_nonacademia_partners_success_11_15","Mandatory"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1728,"include_nonacademia_partners_success_11_15","Quite important"
"Canada","Canada","Male","Canada","Alberta","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Interdisciplinary Science",1729,"include_nonacademia_partners_success_11_15","Mandatory"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1730,"include_nonacademia_partners_success_11_15","Mandatory"
"Canada","Canada","Female","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",1731,"include_nonacademia_partners_success_11_15","Can't comment"
"Israel","Israel","Male","Israel","Israel","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",1732,"include_nonacademia_partners_success_11_15","Not very important"
"Canada","Canada","Female","Canada","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1733,"include_nonacademia_partners_success_11_15","Mandatory"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1734,"include_nonacademia_partners_success_11_15","Not very important"
"United States","United States","Male","United States","Indiana","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1735,"include_nonacademia_partners_success_11_15","Not at all important"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1736,"include_nonacademia_partners_success_11_15","Somewhat important"
"United States","United States","Female","United States","Maine","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",1737,"include_nonacademia_partners_success_11_15","Not very important"
"Canada","Canada","Female","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1738,"include_nonacademia_partners_success_11_15","Quite important"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1739,"include_nonacademia_partners_success_11_15","Can't comment"
"United States","United States","Male","United States","New York","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1740,"include_nonacademia_partners_success_11_15","Mandatory"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1741,"include_nonacademia_partners_success_11_15","Mandatory"
"Canada","Canada","Male","Canada","Alberta","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1742,"include_nonacademia_partners_success_11_15","Not very important"
"Canada","Canada","Male","Canada","British Columbia","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",1743,"include_nonacademia_partners_success_11_15","Not very important"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1744,"include_nonacademia_partners_success_11_15","Somewhat important"
"United States","","Male","United States","Maryland","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1745,"include_nonacademia_partners_success_11_15","Somewhat important"
"France","France","Male","France","France","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1746,"include_nonacademia_partners_success_11_15","Quite important"
"Finland","Finland","Female","Finland","Finland","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",1747,"include_nonacademia_partners_success_11_15","Somewhat important"
"Switzerland","United States","Female","United States","Switzerland","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",1748,"include_nonacademia_partners_success_11_15","Can't comment"
"Australia","Australia","Male","Australia","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1749,"include_nonacademia_partners_success_11_15","Can't comment"
"Germany","Benin","Male","Germany","Germany","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",1750,"include_nonacademia_partners_success_11_15","Quite important"
"Canada","Canada","Male","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1751,"include_nonacademia_partners_success_11_15","Quite important"
"Canada","Canada","Female","Canada","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1752,"include_nonacademia_partners_success_11_15","Can't comment"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1753,"include_nonacademia_partners_success_11_15","Mandatory"
"United States","United States","Male","United States","Colorado","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1754,"include_nonacademia_partners_success_11_15","Somewhat important"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1755,"include_nonacademia_partners_success_11_15","Somewhat important"
"","Canada","Female","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1756,"include_nonacademia_partners_success_11_15","Somewhat important"
"","United States","Male","United States","","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1757,"include_nonacademia_partners_success_11_15","Somewhat important"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1758,"include_nonacademia_partners_success_11_15","Mandatory"
"Germany","Germany","Female","Germany","Germany","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1759,"include_nonacademia_partners_success_11_15","Not at all important"
"United States","United States","Male","United States","Michigan","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1760,"include_nonacademia_partners_success_11_15","Not very important"
"United States","United States","Female","United States","Colorado","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1761,"include_nonacademia_partners_success_11_15","Somewhat important"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1762,"include_nonacademia_partners_success_11_15","Mandatory"
"Ethiopia","Ethiopia","Male","Ethiopia","Ethiopia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",1763,"include_nonacademia_partners_success_11_15","Quite important"
"","United States","Female","United States","","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","Medicine and Life Science",1764,"include_nonacademia_partners_success_11_15","Not very important"
"Lesotho","Lesotho","Male","Lesotho","Lesotho","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",1765,"include_nonacademia_partners_success_11_15","Mandatory"
"Canada","Canada","","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1766,"include_nonacademia_partners_success_11_15","Can't comment"
"Canada","Canada","Male","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",1767,"include_nonacademia_partners_success_11_15","Quite important"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1768,"include_nonacademia_partners_success_11_15","Can't comment"
"Canada","Canada","Male","Canada","Saskatchewan","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1769,"include_nonacademia_partners_success_11_15","Quite important"
"Indonesia","Indonesia","Female","Indonesia","Indonesia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1770,"include_nonacademia_partners_success_11_15","Quite important"
"Bangladesh","Bangladesh","Female","Bangladesh","Bangladesh","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1771,"include_nonacademia_partners_success_11_15","Not very important"
"Vietnam","Vietnam","Female","Vietnam","Vietnam","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1772,"include_nonacademia_partners_success_11_15","Quite important"
"Nicaragua","Nicaragua","Male","Nicaragua","Nicaragua","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",1773,"include_nonacademia_partners_success_11_15","Somewhat important"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1774,"include_nonacademia_partners_success_11_15","Quite important"
"India","India","Female","India","India","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1775,"include_nonacademia_partners_success_11_15","Can't comment"
"Philippines","Philippines","Female","Philippines","Philippines","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1776,"include_nonacademia_partners_success_11_15","Quite important"
"Kenya","Kenya","Male","Kenya","Kenya","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1777,"include_nonacademia_partners_success_11_15","Somewhat important"
"Russian Federation","Russia","Female","Russia","Russian Federation","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Social Science / Humanities",1778,"include_nonacademia_partners_success_11_15","Quite important"
"India","India","Male","India","India","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1779,"include_nonacademia_partners_success_11_15","Not at all important"
"Israel","Israel","Male","Israel","Israel","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1780,"include_nonacademia_partners_success_11_15","Can't comment"
"Japan","Bangladesh","Male","Japan","Japan","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1781,"include_nonacademia_partners_success_11_15","Quite important"
"Canada","Canada","Male","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",1782,"include_nonacademia_partners_success_11_15","Quite important"
"United States","United States","Male","United States","California","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1783,"include_nonacademia_partners_success_11_15","Not very important"
"Colombia","Colombia","Male","Colombia","Colombia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",1784,"include_nonacademia_partners_success_11_15","Mandatory"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1785,"include_nonacademia_partners_success_11_15","Not at all important"
"Canada","Canada","Male","Canada","British Columbia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1786,"include_nonacademia_partners_success_11_15","Somewhat important"
"Nigeria","Nigeria","Female","Nigeria","Nigeria","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1787,"include_nonacademia_partners_success_11_15","Quite important"
"United States","United States","Male","United States","Nevada","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1788,"include_nonacademia_partners_success_11_15","Somewhat important"
"Israel","Israel","Male","Israel","Israel","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1789,"include_nonacademia_partners_success_11_15","Quite important"
"Mozambique","Mozambique","Male","Mozambique","Mozambique","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","Medicine and Life Science",1790,"include_nonacademia_partners_success_11_15","Quite important"
"Malaysia","Malaysia","Male","Malaysia","Malaysia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1791,"include_nonacademia_partners_success_11_15","Mandatory"
"Taiwan","Taiwan","Male","Taiwan","Taiwan","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Medicine and Life Science",1792,"include_nonacademia_partners_success_11_15","Not very important"
"Dominican Republic","Dominican Republic","Male","Dominican Republic","Dominican Republic","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1793,"include_nonacademia_partners_success_11_15","Not very important"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1794,"include_nonacademia_partners_success_11_15","Can't comment"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1795,"include_nonacademia_partners_success_11_15","Somewhat important"
"United States","United States","Male","United States","Massachusetts","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",1796,"include_nonacademia_partners_success_11_15","Quite important"
"Russian Federation","Canada","Male","Canada","Russian Federation","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1797,"include_nonacademia_partners_success_11_15","Mandatory"
"","Canada","Other","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1798,"include_nonacademia_partners_success_11_15","Not at all important"
"","Canada","Female","Canada","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",1799,"include_nonacademia_partners_success_11_15","Not at all important"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1800,"include_nonacademia_partners_success_11_15","Quite important"
"Indonesia","Canada","Male","Canada","Indonesia","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1801,"include_nonacademia_partners_success_11_15","Not very important"
"United States","United States","Female","United States","California","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1802,"include_nonacademia_partners_success_11_15","Not very important"
"Nepal","Nepal","Male","Nepal","Nepal","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1803,"include_nonacademia_partners_success_11_15","Quite important"
"India","India","Male","India","India","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1804,"include_nonacademia_partners_success_11_15","Somewhat important"
"Japan","Japan","Male","Japan","Japan","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1805,"include_nonacademia_partners_success_11_15","Not at all important"
"United States","United States","Male","United States","Iowa","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1806,"include_nonacademia_partners_success_11_15","Quite important"
"","Canada","Female","Canada","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1807,"include_nonacademia_partners_success_11_15","Not at all important"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1808,"include_nonacademia_partners_success_11_15","Somewhat important"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",1809,"include_nonacademia_partners_success_11_15","Not very important"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",1810,"include_nonacademia_partners_success_11_15","Quite important"
"Canada","Canada","Female","Canada","Alberta","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Physical Science (eg. math, physics, chemistry, computer science)",1811,"include_nonacademia_partners_success_11_15","Quite important"
"Canada","Canada","Male","Canada","Saskatchewan","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1812,"include_nonacademia_partners_success_11_15","Quite important"
"Canada","Canada","Female","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1813,"include_nonacademia_partners_success_11_15","Somewhat important"
"Lebanon","Lebanon","Female","Lebanon","Lebanon","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",1814,"include_nonacademia_partners_success_11_15","Mandatory"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",1815,"include_nonacademia_partners_success_11_15","Mandatory"
"United States","Canada","Female","Canada","Hawaii","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",1816,"include_nonacademia_partners_success_11_15","Quite important"
"","Canada","Female","Canada","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1817,"include_nonacademia_partners_success_11_15","Can't comment"
"Australia","Australia","Female","Australia","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1818,"include_nonacademia_partners_success_11_15","Mandatory"
"Malaysia","Malaysia","Female","Malaysia","Malaysia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",1819,"include_nonacademia_partners_success_11_15","Mandatory"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1820,"include_nonacademia_partners_success_11_15","Quite important"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1821,"include_nonacademia_partners_success_11_15","Not at all important"
"Germany","Germany","Male","Germany","Germany","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1822,"include_nonacademia_partners_success_11_15","Somewhat important"
"Switzerland","United Kingdom","Female","United Kingdom","Switzerland","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1823,"include_nonacademia_partners_success_11_15","Not very important"
"","Canada","Male","Canada","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",1824,"include_nonacademia_partners_success_11_15","Quite important"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1825,"include_nonacademia_partners_success_11_15","Quite important"
"Canada","Canada","Female","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",1826,"include_nonacademia_partners_success_11_15","Quite important"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1827,"include_nonacademia_partners_success_11_15","Quite important"
"Canada","Canada","Female","Canada","Quebec","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Interdisciplinary Science",1828,"include_nonacademia_partners_success_11_15","Mandatory"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1829,"include_nonacademia_partners_success_11_15","Quite important"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1830,"include_nonacademia_partners_success_11_15","Quite important"
"Canada","Canada","Female","Canada","British Columbia","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",1831,"include_nonacademia_partners_success_11_15","Somewhat important"
"Canada","Canada","Male","Canada","Ontario","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",1832,"include_nonacademia_partners_success_11_15","Quite important"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1833,"include_nonacademia_partners_success_11_15","Not very important"
"Germany","Canada","Male","Canada","Germany","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1834,"include_nonacademia_partners_success_11_15","Not very important"
