"Country","Country_work","nation","gender","Location","what_participant_group","field_research","id","year","level"
"Germany","Canada","Canada","Male","Germany","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1397,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Male","Ontario","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Medicine and Life Science",1398,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1399,"practical_applications_important_11_15","Not at all important"
"Canada","Canada","Canada","Male","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1400,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Female","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1401,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1402,"practical_applications_important_11_15","Mandatory"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1403,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Female","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1404,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Male","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1405,"practical_applications_important_11_15","Quite important"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",1406,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Other","British Columbia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1407,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1408,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1409,"practical_applications_important_11_15","Mandatory"
"Canada","Canada","Canada","Male","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1410,"practical_applications_important_11_15","Somewhat important"
"","Canada","Canada","Male","","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1411,"practical_applications_important_11_15","Mandatory"
"Canada","Canada","Canada","Male","Manitoba","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1412,"practical_applications_important_11_15","Somewhat important"
"Canada","Canada","Canada","Male","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1413,"practical_applications_important_11_15","Not at all important"
"Canada","Canada","Canada","Male","Manitoba","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1414,"practical_applications_important_11_15","Not at all important"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1415,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Male","Alberta","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1416,"practical_applications_important_11_15","Somewhat important"
"Canada","Canada","Canada","Male","Alberta","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1417,"practical_applications_important_11_15","Mandatory"
"Canada","Canada","Canada","Male","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1418,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Male","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1419,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Female","New Brunswick","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1421,"practical_applications_important_11_15","Mandatory"
"Canada","Canada","Canada","Male","Newfoundland and Labrador","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1422,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1423,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Male","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1424,"practical_applications_important_11_15","Mandatory"
"","Canada","Canada","Male","","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",1425,"practical_applications_important_11_15","Quite important"
"Canada","Canada","Canada","Male","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1426,"practical_applications_important_11_15","Can't comment"
"Canada","Canada","Canada","Female","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1427,"practical_applications_important_11_15","Somewhat important"
"Canada","Canada","Canada","Male","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1428,"practical_applications_important_11_15","Quite important"
"Canada","Canada","Canada","Female","British Columbia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1429,"practical_applications_important_11_15","Mandatory"
"Canada","Canada","Canada","Male","New Brunswick","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Physical Science (eg. math, physics, chemistry, computer science)",1430,"practical_applications_important_11_15","Can't comment"
"Canada","Canada","Canada","Male","Saskatchewan","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1431,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Male","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1432,"practical_applications_important_11_15","Mandatory"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1433,"practical_applications_important_11_15","Not at all important"
"Canada","Canada","Canada","Female","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1434,"practical_applications_important_11_15","Quite important"
"Canada","Canada","Canada","Male","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1435,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Male","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1436,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Male","Nova Scotia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1437,"practical_applications_important_11_15","Mandatory"
"Canada","Canada","Canada","Male","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1438,"practical_applications_important_11_15","Mandatory"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1439,"practical_applications_important_11_15","Mandatory"
"","Canada","Canada","Male","","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1440,"practical_applications_important_11_15","Mandatory"
"Canada","Canada","Canada","Male","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1441,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Male","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1442,"practical_applications_important_11_15","Quite important"
"Canada","Canada","Canada","Female","Nova Scotia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1443,"practical_applications_important_11_15","Mandatory"
"Canada","Canada","Canada","Female","Quebec","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","Medicine and Life Science",1444,"practical_applications_important_11_15","Somewhat important"
"Canada","Canada","Canada","Male","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1445,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Female","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1446,"practical_applications_important_11_15","Mandatory"
"","Canada","Canada","Male","","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1447,"practical_applications_important_11_15","Not at all important"
"Canada","Canada","Canada","Female","Newfoundland and Labrador","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1448,"practical_applications_important_11_15","Mandatory"
"","Canada","Canada","Male","","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1449,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Male","British Columbia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1450,"practical_applications_important_11_15","Mandatory"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1451,"practical_applications_important_11_15","Quite important"
"Canada","Canada","Canada","Female","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1452,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1453,"practical_applications_important_11_15","Somewhat important"
"Canada","Canada","Canada","Male","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1454,"practical_applications_important_11_15","Somewhat important"
"Canada","Canada","Canada","Male","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1455,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Male","Ontario","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Physical Science (eg. math, physics, chemistry, computer science)",1456,"practical_applications_important_11_15","Not at all important"
"Canada","Canada","Canada","Male","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1457,"practical_applications_important_11_15","Very important"
"United Kingdom","Canada","Canada","Male","United Kingdom","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1458,"practical_applications_important_11_15","Somewhat important"
"Canada","Estonia","Estonia","Male","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1459,"practical_applications_important_11_15","Mandatory"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1460,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1461,"practical_applications_important_11_15","Mandatory"
"Canada","Canada","Canada","Female","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1462,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1463,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Male","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1464,"practical_applications_important_11_15","Mandatory"
"Canada","Canada","Canada","Female","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1465,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Male","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1466,"practical_applications_important_11_15","Not at all important"
"Canada","Canada","Canada","Male","Saskatchewan","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1467,"practical_applications_important_11_15","Mandatory"
"Canada","Canada","Canada","Male","Saskatchewan","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1468,"practical_applications_important_11_15","Somewhat important"
"Canada","Canada","Canada","Male","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1469,"practical_applications_important_11_15","Very important"
"","Canada","Canada","Male","","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1470,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Male","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1471,"practical_applications_important_11_15","Mandatory"
"","Canada","Canada","Male","","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1472,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1473,"practical_applications_important_11_15","Not at all important"
"Canada","Canada","Canada","Female","Manitoba","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1474,"practical_applications_important_11_15","Mandatory"
"Canada","Canada","Canada","Male","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1475,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Male","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1476,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Male","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",1477,"practical_applications_important_11_15","Mandatory"
"Canada","Canada","Canada","Male","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1478,"practical_applications_important_11_15","Can't comment"
"","Canada","Canada","Male","","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1479,"practical_applications_important_11_15","Somewhat important"
"Canada","Canada","Canada","Male","Newfoundland and Labrador","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1480,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Female","Saskatchewan","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1481,"practical_applications_important_11_15","Somewhat important"
"Canada","Canada","Canada","Male","Newfoundland and Labrador","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1482,"practical_applications_important_11_15","Quite important"
"Canada","Canada","Canada","Male","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1483,"practical_applications_important_11_15","Mandatory"
"","Canada","Canada","Female","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",1484,"practical_applications_important_11_15","Mandatory"
"Canada","Canada","Canada","Female","Manitoba","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1485,"practical_applications_important_11_15","Quite important"
"Canada","Canada","Canada","Male","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1486,"practical_applications_important_11_15","Mandatory"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",1487,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Male","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1488,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Male","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1489,"practical_applications_important_11_15","Can't comment"
"Singapore","Canada","Canada","Male","Singapore","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1490,"practical_applications_important_11_15","Somewhat important"
"Canada","Canada","Canada","Female","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1491,"practical_applications_important_11_15","Somewhat important"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1492,"practical_applications_important_11_15","Somewhat important"
"Canada","Canada","Canada","Female","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1493,"practical_applications_important_11_15","Quite important"
"Canada","Canada","Canada","Female","Manitoba","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1494,"practical_applications_important_11_15","Somewhat important"
"Canada","Canada","Canada","Male","Manitoba","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1495,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Male","Ontario","","Physical Science (eg. math, physics, chemistry, computer science)",1496,"practical_applications_important_11_15","Somewhat important"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1497,"practical_applications_important_11_15","Quite important"
"","","","Male","","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1498,"practical_applications_important_11_15","Mandatory"
"United Kingdom","Canada","Canada","Male","United Kingdom","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1499,"practical_applications_important_11_15","Not at all important"
"France","Canada","Canada","Male","France","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Physical Science (eg. math, physics, chemistry, computer science)",1500,"practical_applications_important_11_15","Not at all important"
"Canada","Canada","Canada","Male","Manitoba","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1501,"practical_applications_important_11_15","Can't comment"
"Canada","Canada","Canada","Male","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1502,"practical_applications_important_11_15","Very important"
"","Canada","Canada","Male","","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1503,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Male","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1504,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Female","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",1505,"practical_applications_important_11_15","Mandatory"
"United States","Canada","Canada","Male","Washington","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1506,"practical_applications_important_11_15","Quite important"
"United Kingdom","United Kingdom","United Kingdom","Male","United Kingdom","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1507,"practical_applications_important_11_15","Quite important"
"Canada","Canada","Canada","Male","Ontario","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Physical Science (eg. math, physics, chemistry, computer science)",1508,"practical_applications_important_11_15","Can't comment"
"United States","Canada","Canada","Male","Pennsylvania","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1509,"practical_applications_important_11_15","Not at all important"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",1510,"practical_applications_important_11_15","Quite important"
"","Canada","Canada","Female","","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",1511,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Male","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1512,"practical_applications_important_11_15","Mandatory"
"Canada","","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1513,"practical_applications_important_11_15","Very important"
"","Canada","Canada","Male","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1514,"practical_applications_important_11_15","Not at all important"
"Canada","Canada","Canada","Female","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1515,"practical_applications_important_11_15","Mandatory"
"Canada","Canada","Canada","Male","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1516,"practical_applications_important_11_15","Mandatory"
"","Canada","Canada","Male","","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1517,"practical_applications_important_11_15","Quite important"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1518,"practical_applications_important_11_15","Somewhat important"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1519,"practical_applications_important_11_15","Mandatory"
"Canada","Canada","Canada","Male","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1521,"practical_applications_important_11_15","Mandatory"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1522,"practical_applications_important_11_15","Can't comment"
"Canada","Canada","Canada","Male","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1523,"practical_applications_important_11_15","Somewhat important"
"Canada","Canada","Canada","Male","Newfoundland and Labrador","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1524,"practical_applications_important_11_15","Somewhat important"
"Canada","Canada","Canada","Male","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1525,"practical_applications_important_11_15","Quite important"
"Canada","Canada","Canada","Male","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",1526,"practical_applications_important_11_15","Mandatory"
"Canada","Canada","Canada","Male","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1527,"practical_applications_important_11_15","Not at all important"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1528,"practical_applications_important_11_15","Mandatory"
"Canada","Canada","Canada","Female","Alberta","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1529,"practical_applications_important_11_15","Mandatory"
"Canada","Canada","Canada","Male","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1530,"practical_applications_important_11_15","Somewhat important"
"Canada","Canada","Canada","Male","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1531,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Male","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1532,"practical_applications_important_11_15","Not at all important"
"Canada","Canada","Canada","Male","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1533,"practical_applications_important_11_15","Can't comment"
"Germany","Germany","Germany","Female","Germany","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1534,"practical_applications_important_11_15","Very important"
"Australia","Canada","Canada","Male","Australia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1535,"practical_applications_important_11_15","Can't comment"
"Canada","Canada","Canada","Female","British Columbia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1536,"practical_applications_important_11_15","Somewhat important"
"United States","Canada","Canada","Male","Michigan","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1537,"practical_applications_important_11_15","Somewhat important"
"Canada","Canada","Canada","Female","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1538,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Male","Alberta","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1539,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Female","New Brunswick","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",1540,"practical_applications_important_11_15","Can't comment"
"Canada","Canada","Canada","Male","British Columbia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",1541,"practical_applications_important_11_15","Can't comment"
"Canada","Canada","Canada","Male","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",1542,"practical_applications_important_11_15","Quite important"
"Canada","Canada","Canada","Male","British Columbia","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",1543,"practical_applications_important_11_15","Can't comment"
"Canada","Canada","Canada","Male","British Columbia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1544,"practical_applications_important_11_15","Somewhat important"
"Canada","Canada","Canada","Male","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Other",1545,"practical_applications_important_11_15","Quite important"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",1546,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Male","Newfoundland and Labrador","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1547,"practical_applications_important_11_15","Not at all important"
"","Canada","Canada","Male","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Physical Science (eg. math, physics, chemistry, computer science)",1548,"practical_applications_important_11_15","Mandatory"
"","Canada","Canada","Female","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1549,"practical_applications_important_11_15","Quite important"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1550,"practical_applications_important_11_15","Somewhat important"
"Canada","Canada","Canada","Female","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1551,"practical_applications_important_11_15","Somewhat important"
"Canada","Canada","Canada","Female","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",1552,"practical_applications_important_11_15","Mandatory"
"","Canada","Canada","Male","","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1553,"practical_applications_important_11_15","Somewhat important"
"Canada","Canada","Canada","Male","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1554,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Male","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1555,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Female","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1556,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Female","British Columbia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1558,"practical_applications_important_11_15","Mandatory"
"Canada","Canada","Canada","Male","New Brunswick","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1559,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Male","Quebec","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",1560,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Female","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1561,"practical_applications_important_11_15","Somewhat important"
"Korea","Canada","Canada","Male","Korea","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1562,"practical_applications_important_11_15","Somewhat important"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1563,"practical_applications_important_11_15","Very important"
"","Canada","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1564,"practical_applications_important_11_15","Very important"
"","Canada","Canada","Male","","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1565,"practical_applications_important_11_15","Quite important"
"Australia","Israel","Israel","Male","Australia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1566,"practical_applications_important_11_15","Quite important"
"Canada","Canada","Canada","Female","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",1567,"practical_applications_important_11_15","Very important"
"Canada","Canada","Canada","Male","Newfoundland and Labrador","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1568,"practical_applications_important_11_15","Very important"
